"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition"
1867,20,5,71,9178,2,2,4,4,1,5,1,6,3,3,1,3,8,5,2008,2008,2,1,12,14,3,1,3,5,3,3,5,1,7,0,7,0,1468,1468,1,1,2,4,1468,0,0,1468,0,0,2,0,3,1,3,6,8,1,3,2,2008,3,3,904,5,6,3,192,142,0,0,0,0,3,5,2,0,6,2009,10,5
1868,20,5,77,11422,2,2,1,4,1,5,1,6,3,3,1,3,8,5,2007,2008,4,1,12,14,4,203,3,5,3,1,5,1,3,1359,7,0,479,1838,1,1,2,4,1838,0,0,1838,1,0,2,0,3,1,3,7,8,2,3,2,2007,3,2,524,5,6,3,154,222,0,0,0,0,3,5,2,0,4,2009,10,5
1869,20,5,64,6762,2,2,4,4,1,5,1,6,3,3,1,3,7,5,2007,2007,2,1,12,14,3,1,3,5,3,3,5,1,3,902,7,0,380,1282,1,1,2,4,1290,0,0,1290,1,0,2,0,2,1,3,6,8,1,3,2,2007,3,2,662,5,6,3,168,0,0,0,0,0,3,5,2,0,5,2009,10,5
1870,20,5,95,10324,2,2,1,4,1,1,1,6,3,3,1,3,8,5,2008,2008,2,1,12,14,2,80,3,5,3,3,5,1,3,872,7,0,382,1254,1,1,2,4,1254,0,0,1254,1,0,2,0,2,1,3,5,8,0,4,2,2008,3,3,810,5,6,3,168,92,0,0,0,0,3,5,2,0,3,2009,10,5
1871,20,5,78,11645,2,2,4,4,1,5,1,6,3,3,1,3,8,5,2005,2006,2,1,12,14,4,38,3,5,3,1,5,2,3,24,7,0,1474,1498,1,1,2,4,1498,0,0,1498,0,0,2,0,3,1,3,7,8,1,3,2,2005,1,3,844,5,6,3,144,98,0,0,0,0,3,5,2,0,3,2009,10,5
1872,60,5,79,11646,2,2,1,4,1,5,1,6,3,3,1,5,6,5,2005,2006,2,1,12,14,3,1,3,5,3,3,5,1,7,0,7,0,704,704,1,1,2,4,704,718,0,1422,0,0,2,1,3,1,3,7,8,1,3,2,2005,1,2,440,5,6,3,36,28,0,0,0,0,3,5,2,0,7,2009,10,5
1873,60,5,0,16698,2,2,1,2,1,2,2,5,3,3,1,5,7,5,1992,1993,2,1,12,14,3,1,3,5,3,3,5,1,3,800,7,0,649,1449,1,3,2,4,944,815,0,1759,1,0,2,1,3,1,3,7,8,1,6,2,1992,4,2,525,5,6,3,150,193,0,0,0,0,3,5,2,0,6,2009,10,5
1874,20,5,65,9757,2,2,4,3,1,5,2,6,3,3,1,3,5,7,1994,1994,2,1,12,14,3,1,4,3,3,5,5,4,1,755,7,0,235,990,1,1,2,4,990,0,0,990,1,0,1,0,3,1,5,5,8,0,4,2,1995,3,1,440,5,6,3,66,0,0,0,92,0,3,5,2,0,10,2009,10,5
1875,20,5,65,14753,2,2,2,3,1,5,1,6,5,3,1,3,7,5,1998,1998,2,1,12,14,3,1,4,5,3,3,5,3,3,950,7,0,513,1463,1,1,2,4,1463,0,0,1463,1,0,2,0,3,1,5,5,8,0,4,2,1998,1,2,539,5,6,3,0,81,0,0,0,0,3,1,2,0,12,2009,10,5
1876,60,5,70,8750,2,2,4,4,1,5,1,6,3,3,1,5,6,5,1998,1998,2,1,12,14,2,66,4,5,3,3,5,4,3,606,7,0,322,928,1,1,2,4,928,844,0,1772,1,0,2,1,3,1,5,7,8,1,6,2,1998,3,2,492,5,6,3,150,96,0,0,0,0,3,5,2,0,4,2009,10,5
1877,20,5,65,10739,2,2,1,4,1,5,1,6,3,3,1,3,7,5,2002,2001,2,1,12,14,2,33,3,5,3,3,5,4,3,1259,7,0,172,1431,1,1,2,4,1444,0,0,1444,1,0,2,0,3,1,3,6,8,0,4,2,2002,3,2,577,5,6,3,144,40,0,0,0,0,3,5,2,0,4,2009,10,5
1878,20,5,75,11166,2,2,4,4,1,5,1,6,3,3,1,3,7,5,2001,2001,2,1,12,14,2,109,3,5,3,3,5,3,3,24,7,0,1468,1492,1,1,2,4,1492,0,0,1492,0,0,2,0,3,1,3,6,8,1,6,2,2001,3,2,608,5,6,3,0,114,0,0,168,0,3,5,2,0,7,2009,10,4
1879,20,5,0,16269,2,2,1,4,1,2,1,6,3,3,1,3,5,5,1978,1978,2,1,8,9,2,38,4,5,1,3,5,1,3,625,7,0,282,907,1,5,2,4,907,0,0,907,0,0,1,0,3,1,5,5,8,0,4,2,1978,4,1,343,5,6,3,72,0,0,0,0,0,3,3,2,0,7,2009,10,5
1880,20,5,76,6950,2,2,1,4,1,5,1,6,3,3,1,3,5,7,1979,1979,2,1,7,7,2,17,4,5,2,5,5,4,1,710,2,72,132,914,1,5,2,4,914,0,0,914,1,0,1,0,2,1,5,5,8,0,4,2,1979,4,2,444,5,6,3,0,0,0,0,0,0,3,5,2,0,10,2009,10,5
1881,20,5,90,11664,2,2,4,4,1,1,1,6,3,3,1,3,7,5,2002,2002,4,1,12,14,3,1,3,5,3,3,5,1,3,1234,7,0,335,1569,1,1,2,4,1611,0,0,1611,1,0,2,0,3,1,3,6,8,0,4,2,2002,3,3,1231,5,6,3,262,93,0,0,0,0,3,5,2,0,9,2009,10,5
1882,60,5,0,12334,2,2,1,4,1,5,1,6,3,3,1,5,8,5,2003,2003,2,1,12,14,2,121,3,5,3,3,5,1,7,0,7,0,1068,1068,1,1,2,4,1068,1116,0,2184,0,0,2,1,4,1,3,8,8,1,3,4,2003,3,2,570,5,6,3,192,132,0,0,0,0,3,5,2,0,6,2009,10,5
1883,60,5,70,8749,2,2,4,4,1,5,1,6,3,3,1,5,7,5,2002,2002,2,1,12,14,3,1,3,5,3,3,5,4,7,0,7,0,840,840,1,1,2,4,840,885,0,1725,0,0,2,1,3,1,3,6,8,0,4,2,2002,3,2,550,5,6,3,0,48,0,0,0,0,3,5,2,0,11,2009,10,5
1884,60,5,0,11250,2,2,4,4,1,1,1,6,3,3,1,5,7,5,2001,2001,2,1,12,14,3,1,3,5,3,3,5,4,7,0,7,0,944,944,1,1,2,4,944,926,0,1870,0,0,2,1,3,1,3,6,8,0,4,2,2001,3,2,608,5,6,3,256,43,0,0,0,0,3,5,2,0,5,2009,10,5
1885,20,5,90,15750,2,2,4,4,1,4,1,6,2,3,1,3,8,5,1999,2000,2,1,12,14,2,163,3,5,3,3,5,2,3,1246,7,0,216,1462,1,1,2,4,1513,0,0,1513,1,0,2,0,2,1,3,5,8,1,6,2,1999,1,2,521,5,6,3,135,34,0,0,0,0,3,5,2,0,6,2009,10,5
1886,20,5,0,12782,2,2,4,4,1,5,1,6,3,3,1,3,8,5,2002,2003,4,1,7,7,2,98,3,5,3,1,5,2,3,1360,7,0,462,1822,1,1,2,4,1828,0,0,1828,1,0,2,0,3,1,3,7,8,1,3,2,2002,1,2,523,5,6,3,194,144,0,0,0,0,3,5,2,0,6,2009,10,5
1887,20,5,70,8750,2,2,4,4,1,5,1,6,3,3,1,3,7,5,1997,1998,2,1,12,14,2,129,3,5,3,3,5,1,3,1111,7,0,306,1417,1,1,2,4,1417,0,0,1417,1,0,2,0,3,1,3,7,8,1,6,2,1997,4,2,511,5,6,3,60,0,0,0,117,0,3,5,2,0,8,2009,10,5
1888,20,5,85,10200,2,2,4,4,1,5,1,6,3,3,1,3,8,5,2007,2007,2,1,12,14,2,109,3,5,3,3,5,1,3,1478,7,0,100,1578,1,1,2,4,1602,0,0,1602,1,0,2,0,3,1,3,7,8,1,3,2,2007,3,3,810,5,6,3,0,48,0,0,195,0,3,5,2,0,1,2009,10,5
1889,60,5,85,11069,2,2,4,4,1,1,1,6,3,3,1,5,6,5,2007,2007,2,1,12,14,3,1,3,5,3,3,5,4,7,0,7,0,608,608,1,1,2,4,608,788,0,1396,0,0,2,1,3,1,3,6,8,1,3,4,2007,1,2,440,5,6,3,100,36,0,0,0,0,3,5,2,0,7,2009,10,5
1890,20,5,80,10682,2,2,4,4,1,5,1,8,3,3,1,3,4,6,1960,1971,2,1,7,7,3,1,4,5,2,5,5,4,3,399,7,0,615,1014,1,5,2,4,1149,0,0,1149,1,0,1,0,3,1,5,7,3,0,4,1,1968,1,1,544,5,6,3,0,240,0,0,0,0,3,3,2,0,7,2009,10,5
1891,180,6,35,3675,2,2,4,4,1,5,1,8,3,3,5,6,6,5,2005,2006,2,1,12,14,2,39,4,5,6,3,5,2,3,547,7,0,0,547,1,3,2,4,1072,0,0,1072,1,0,1,0,2,1,5,5,8,0,4,3,2005,1,2,525,5,6,3,0,28,0,0,0,0,3,5,2,0,4,2009,10,5
1892,20,5,64,6410,2,2,4,2,1,5,2,8,3,3,1,3,4,5,1959,1959,2,1,1,1,3,1,4,5,2,5,5,4,4,332,6,243,301,876,1,5,2,1,876,0,0,876,0,0,1,0,3,1,5,5,8,0,4,6,1959,4,1,320,5,6,3,0,0,0,0,0,0,3,3,2,0,3,2009,10,5
1893,20,5,70,11767,2,2,4,4,1,5,1,8,3,3,1,3,5,5,1950,1950,2,1,8,9,3,1,4,5,2,2,5,3,6,1078,7,0,0,1078,1,5,2,1,1368,0,0,1368,1,0,1,0,3,1,5,6,3,0,4,2,1950,3,1,195,5,6,3,0,41,211,0,0,0,3,5,4,900,6,2009,10,5
1894,90,5,65,10926,2,2,4,4,1,5,1,8,3,3,3,3,5,5,1959,1959,4,1,12,14,2,37,4,5,2,5,5,4,7,0,7,0,1678,1678,1,5,2,4,1678,0,0,1678,0,0,2,0,6,2,5,10,8,0,4,7,0,2,0,0,3,4,3,0,0,0,0,0,0,3,5,2,0,8,2009,10,5
1895,20,5,70,11767,2,2,4,4,1,5,1,8,3,3,1,3,5,5,1956,1956,4,1,7,7,2,162,4,5,2,5,5,4,6,546,7,0,604,1150,1,1,2,4,1560,0,0,1560,0,0,1,0,2,1,5,7,3,1,6,2,1956,4,1,313,5,6,3,0,0,0,0,0,0,3,5,2,0,5,2009,10,5
1896,50,5,45,8212,2,1,4,4,1,5,1,8,3,3,1,1,5,6,1941,1950,2,1,13,15,3,1,4,5,2,5,5,4,6,626,7,0,94,720,1,1,2,4,854,444,0,1298,0,0,1,0,3,1,5,6,8,2,3,6,1940,4,1,256,5,6,3,84,0,0,0,0,0,3,5,2,0,9,2009,10,5
1897,50,4,70,6300,2,3,4,4,1,1,1,23,3,3,1,1,5,4,1938,1950,2,1,8,9,2,45,4,5,3,5,1,4,4,832,7,0,0,832,1,5,2,4,832,436,0,1268,0,0,1,1,3,1,5,7,8,2,3,3,1938,4,1,250,5,6,3,0,0,55,0,0,0,3,5,2,0,7,2009,10,1
1898,70,5,43,5707,2,2,4,1,1,5,1,23,2,3,1,5,6,6,1935,1950,2,1,13,15,3,1,4,5,1,5,5,4,7,0,7,0,583,583,1,3,2,2,647,595,0,1242,0,0,1,1,3,1,5,6,8,1,3,6,1926,4,1,180,1,6,3,329,96,0,0,0,0,3,5,2,0,3,2009,10,5
1899,30,5,64,8574,2,2,4,4,1,5,1,7,3,3,1,3,6,8,1916,2000,2,1,11,13,3,1,3,5,1,5,5,4,7,0,7,0,816,816,1,1,2,4,1232,0,0,1232,0,0,1,0,3,1,3,6,8,1,3,6,1916,4,2,440,5,6,3,0,0,180,0,0,0,3,5,2,0,10,2009,10,5
1900,70,5,53,7155,2,2,4,4,1,5,1,7,3,3,1,5,7,8,1918,1990,3,1,13,15,3,1,4,5,1,5,1,3,7,0,7,0,600,600,1,1,2,4,628,600,0,1228,0,0,1,0,3,1,5,6,8,1,3,6,1918,4,1,215,1,6,3,0,113,0,0,195,0,3,3,2,0,5,2009,10,5
1901,50,5,60,13680,2,2,4,2,1,5,2,7,3,3,1,1,5,6,1940,1950,2,1,13,15,3,1,4,5,2,5,5,4,1,728,7,0,112,840,1,1,2,4,840,727,0,1567,1,0,1,1,2,1,5,6,4,2,6,6,1961,4,2,440,5,6,3,0,21,150,0,0,0,3,1,2,0,2,2009,10,5
1902,20,5,80,14680,2,1,1,2,1,5,1,7,3,3,1,3,5,4,1960,1960,2,1,8,9,3,1,4,5,2,5,5,4,6,793,7,0,480,1273,1,1,2,4,1273,0,0,1273,0,0,1,0,2,1,5,5,8,0,4,2,1960,4,1,307,5,6,3,483,0,0,0,115,0,3,3,2,0,6,2009,10,5
1903,90,5,0,8145,2,2,1,2,1,1,1,7,3,3,3,4,7,6,1940,1950,2,1,13,15,3,1,4,5,1,5,5,4,4,246,7,0,674,920,1,1,2,4,1240,1240,0,2480,0,0,2,1,5,2,5,13,8,2,3,6,1940,4,2,400,5,6,3,0,0,57,0,0,0,3,5,2,0,7,2009,10,5
1904,20,5,70,9100,2,2,4,4,1,5,1,7,2,3,1,3,5,6,1954,1954,2,1,4,4,3,1,4,3,1,5,5,3,6,154,1,694,264,1112,1,1,2,4,1112,0,0,1112,1,0,1,0,2,1,5,6,8,1,3,2,1954,4,1,390,5,6,3,0,0,0,0,0,0,3,3,2,0,10,2009,10,4
1905,20,5,90,13339,2,2,1,4,1,5,1,7,3,3,1,3,6,6,1960,1960,2,1,7,11,4,75,4,5,2,5,5,4,4,65,2,875,621,1561,1,5,2,4,1561,0,0,1561,1,0,2,0,3,1,5,6,8,1,3,2,1960,1,2,463,5,6,3,0,148,0,0,120,0,3,5,2,0,5,2009,10,5
1906,50,5,78,15600,2,2,4,1,1,5,1,7,3,3,1,1,5,7,1949,2005,2,1,3,3,3,1,4,5,1,5,5,4,2,312,6,507,248,1067,2,2,1,4,986,537,0,1523,1,0,2,0,3,1,2,7,2,1,6,2,1949,4,1,295,5,6,3,0,0,81,0,0,0,3,5,2,0,10,2009,10,5
1907,20,5,100,17500,2,2,4,1,1,1,2,7,4,3,1,3,6,5,1954,1954,2,1,7,7,4,229,4,5,3,5,5,1,4,784,2,435,91,1310,1,1,2,4,1906,0,0,1906,1,0,1,1,3,1,5,6,8,2,3,3,1954,4,2,576,5,6,3,0,201,0,0,0,0,3,5,2,0,1,2009,10,5
1908,160,6,24,1733,2,2,4,4,1,5,1,2,3,3,4,5,6,6,1980,1980,2,1,8,9,3,1,4,5,2,5,5,4,7,0,7,0,516,516,1,5,2,4,516,516,0,1032,0,0,1,0,2,1,5,5,8,1,6,6,1980,4,2,452,5,6,3,279,0,0,0,0,0,3,1,2,0,5,2009,10,5
1909,160,6,24,1488,2,2,4,4,1,5,1,2,3,3,5,5,6,6,1980,1992,2,1,8,9,3,1,4,3,2,3,5,3,1,471,7,0,90,561,1,5,2,4,561,668,0,1229,1,0,1,1,2,1,3,5,8,1,6,2,1980,1,2,462,5,6,3,176,0,0,0,0,0,3,1,2,0,10,2009,10,5
1910,160,6,24,1612,2,2,4,4,1,5,1,2,3,3,4,5,6,6,1980,1980,2,1,8,9,3,1,4,5,2,3,5,4,7,0,7,0,561,561,1,5,2,4,561,668,0,1229,0,0,1,1,2,1,5,5,8,1,6,2,1980,1,2,462,5,6,3,154,0,0,0,0,0,3,3,2,0,7,2009,10,5
1911,80,5,0,13607,2,2,1,4,1,5,1,7,3,3,1,7,6,6,1986,1986,2,1,12,14,2,150,4,3,2,5,5,4,1,454,7,0,118,572,1,3,2,4,1182,800,0,1982,1,0,2,1,3,1,5,6,8,1,6,4,1986,1,2,501,5,6,3,400,112,0,0,0,0,3,5,4,1500,4,2009,10,5
1912,20,5,0,17597,2,2,4,1,1,5,1,7,3,3,1,3,7,9,1971,2009,4,1,4,4,3,1,3,3,2,3,5,4,3,803,1,419,581,1803,1,5,2,4,2365,0,0,2365,1,0,2,0,3,1,1,7,3,2,3,2,1971,1,2,551,5,6,3,200,144,0,0,0,0,3,1,2,0,7,2009,10,5
1913,70,6,50,8660,2,2,4,1,1,5,1,10,3,3,1,5,5,6,1900,1993,3,1,1,1,3,1,4,5,1,5,5,4,7,0,7,0,760,760,1,1,1,4,928,928,312,2168,0,0,2,0,5,1,3,11,8,0,4,6,1998,4,2,576,5,6,3,467,160,78,0,0,0,3,5,2,0,12,2009,10,5
1914,30,1,60,10200,2,1,4,4,1,5,1,10,3,3,1,3,4,6,1925,1950,2,1,8,9,3,1,4,5,1,5,5,4,7,0,7,0,572,572,1,2,1,3,572,0,0,572,0,0,1,0,2,1,5,4,8,0,4,6,1940,4,1,200,5,6,1,0,0,72,0,0,0,3,5,2,0,5,2009,10,5
1915,120,6,44,3843,2,2,1,2,1,5,2,7,3,3,5,3,8,5,2007,2008,4,1,6,6,4,104,1,5,3,1,5,2,3,1476,7,0,120,1596,1,1,2,4,1648,0,0,1648,1,1,2,0,2,1,1,5,8,1,3,2,2007,1,2,482,5,6,3,162,53,0,153,0,0,3,5,2,0,6,2009,7,6
1916,30,3,109,21780,1,2,4,4,2,5,1,10,3,3,1,3,2,4,1910,1950,2,1,13,15,3,1,2,2,2,4,3,5,5,0,5,0,0,0,1,5,1,1,810,0,0,810,0,0,1,0,1,1,5,4,3,0,4,6,1975,4,1,280,5,6,1,119,24,0,0,0,0,3,5,2,0,3,2009,3,5
1917,60,5,75,10125,2,2,4,4,1,5,1,12,3,3,1,5,8,5,2000,2001,2,1,6,6,3,1,3,5,3,3,5,4,1,445,2,250,412,1107,1,1,2,4,1040,1012,0,2052,0,0,2,1,3,1,3,7,8,1,6,4,2000,1,3,642,5,6,3,210,91,0,0,0,0,3,5,2,0,5,2009,10,5
1918,85,5,75,9750,2,2,4,4,1,5,1,12,3,3,1,6,6,6,1977,1977,2,1,10,11,3,1,4,5,2,5,5,1,1,767,7,0,135,902,1,1,2,4,926,0,0,926,1,0,1,0,2,1,5,5,8,1,6,2,1977,4,1,351,5,6,3,319,0,0,0,0,0,3,3,2,0,4,2009,10,5
1919,85,5,72,9360,2,2,4,1,1,5,1,12,3,3,1,6,6,7,1977,1977,2,1,10,11,3,1,4,5,2,3,5,1,3,841,4,116,0,957,1,5,2,4,1287,0,0,1287,1,0,1,1,2,1,5,5,8,2,2,2,1977,3,2,541,5,6,3,302,39,0,0,120,0,3,2,2,0,11,2009,10,5
1920,20,5,82,11070,2,2,4,4,1,5,1,12,3,3,1,3,5,5,1991,1991,2,1,7,7,3,1,4,5,3,3,5,4,2,55,7,0,1527,1582,1,5,2,4,1595,0,0,1595,1,0,2,0,2,1,5,5,8,0,4,6,1991,4,2,672,5,6,3,0,0,0,0,0,0,3,5,2,0,4,2009,1,1
1921,20,5,113,13438,2,2,1,2,1,1,1,24,3,3,1,3,9,5,2008,2008,2,1,6,6,4,152,1,5,2,1,5,2,3,1758,7,0,432,2190,1,1,2,4,2036,0,0,2036,1,0,2,0,3,1,1,9,8,1,1,2,2008,1,3,780,5,6,3,90,154,0,0,0,0,3,5,2,0,7,2009,10,5
1922,20,5,79,14463,2,2,1,2,1,1,1,24,3,3,1,3,9,5,2008,2008,2,1,6,6,2,226,1,5,3,1,5,2,3,1115,7,0,526,1641,1,1,2,4,1641,0,0,1641,1,0,2,0,3,1,1,7,8,0,4,2,2008,1,3,885,5,6,3,0,95,0,0,0,0,3,5,2,0,1,2009,10,5
1923,60,5,0,9839,2,2,1,4,1,2,1,24,3,3,1,5,6,8,1980,2006,2,1,8,9,3,1,4,3,3,3,5,4,1,462,7,0,250,712,1,1,2,4,1375,862,0,2237,0,0,2,1,3,1,3,7,8,1,6,4,1980,1,2,440,5,6,3,305,24,0,0,0,0,3,5,4,2500,2,2009,10,5
1924,80,5,125,14419,2,2,1,4,1,1,1,24,3,3,1,7,7,5,1987,1989,4,1,10,11,2,195,4,5,3,3,5,2,3,904,1,624,117,1645,1,1,2,4,1479,0,0,1479,2,0,2,1,3,1,3,7,3,1,2,2,1987,1,2,578,5,6,3,224,238,0,0,0,0,3,5,2,0,7,2009,10,5
1925,60,5,75,9157,2,2,1,4,1,1,1,24,3,3,1,5,7,5,2003,2003,2,1,12,14,3,1,3,5,3,3,5,4,7,0,7,0,912,912,1,1,2,4,1072,942,0,2014,0,0,2,1,3,1,3,9,8,0,4,2,2003,1,2,486,5,6,3,124,114,0,0,0,0,3,5,2,0,2,2009,10,1
1926,20,5,85,12633,2,2,1,2,1,5,1,24,3,3,1,3,9,5,2007,2007,4,1,6,6,4,181,1,5,3,1,5,2,3,1640,7,0,338,1978,1,1,2,4,1978,0,0,1978,1,0,2,0,2,1,1,7,8,1,3,2,2007,1,3,920,5,6,3,308,52,0,0,0,0,3,5,2,0,5,2009,10,5
1927,20,5,75,12518,2,2,1,4,1,5,1,12,3,3,1,3,5,7,1968,1968,2,1,7,7,2,110,4,5,2,5,5,4,1,532,7,0,476,1008,1,3,2,4,1008,0,0,1008,0,0,1,0,3,1,3,6,8,0,4,2,1968,4,1,384,5,6,3,144,0,0,0,0,0,3,3,2,0,4,2009,10,5
1928,20,5,83,13383,2,2,1,4,1,5,2,12,3,3,1,3,5,5,1969,2000,4,1,7,7,2,105,4,5,2,5,5,4,2,594,7,0,594,1188,1,1,2,4,1404,0,0,1404,0,0,2,0,3,1,5,7,8,1,5,2,1969,4,2,504,5,6,3,0,16,0,0,0,0,3,5,2,0,3,2009,10,5
1929,85,5,50,7689,2,2,1,4,1,5,1,12,3,3,1,6,5,8,1972,1972,2,1,8,9,3,1,4,5,2,3,5,1,3,720,2,76,0,796,1,3,2,4,796,0,0,796,0,1,1,0,2,1,5,4,8,0,4,6,1998,4,1,336,5,6,3,138,0,0,0,0,0,3,3,2,0,7,2009,10,5
1930,80,5,62,7706,2,2,4,4,1,5,1,12,3,3,1,7,6,5,1993,1996,2,1,7,7,3,1,4,3,2,3,5,1,6,114,3,270,0,384,1,1,2,4,1091,0,0,1091,0,1,1,0,2,1,5,5,8,0,4,2,1993,1,1,429,5,6,3,280,0,0,0,0,0,3,5,4,700,8,2009,10,5
1931,85,5,70,7669,2,2,4,4,1,5,1,12,3,3,1,6,5,6,1992,1993,2,1,7,16,3,1,4,5,3,3,5,1,3,718,4,110,0,828,1,5,2,4,883,0,0,883,1,0,1,0,2,1,5,5,8,1,2,6,1998,4,2,698,5,6,3,100,32,0,0,0,0,3,1,2,0,6,2009,10,5
1932,60,5,62,10429,2,2,4,4,1,5,1,12,3,3,1,5,5,5,1992,1992,2,1,7,16,3,1,4,5,3,3,5,4,1,330,7,0,294,624,1,5,2,4,624,663,0,1287,0,0,1,1,3,1,5,6,8,0,4,6,2001,4,2,440,5,6,3,150,0,0,0,0,0,3,5,2,0,7,2009,10,5
1933,60,5,70,10457,2,2,1,4,1,5,2,12,3,3,1,5,5,7,1969,1969,2,1,12,14,2,107,3,1,2,5,5,2,2,496,4,288,0,784,1,1,2,4,784,848,0,1632,0,0,1,1,4,1,5,7,8,1,6,2,1969,3,2,898,5,6,3,0,173,368,0,0,0,3,3,2,0,4,2009,10,5
1934,60,5,72,8702,2,2,1,4,1,5,1,9,3,3,1,5,6,5,1997,1998,2,1,12,14,3,1,4,5,3,5,5,4,2,706,7,0,220,926,1,1,2,4,926,678,0,1604,0,0,2,1,3,1,5,7,8,1,6,2,1997,1,2,470,5,6,3,0,36,0,0,0,0,3,5,2,0,4,2008,10,5
1935,60,5,65,8139,2,2,4,4,1,5,1,9,3,3,1,5,6,5,1995,1996,2,1,12,14,2,65,4,5,3,3,5,4,1,476,7,0,204,680,1,3,2,4,680,790,0,1470,0,0,2,1,3,1,5,7,8,1,6,4,1995,1,2,420,5,6,3,192,49,0,0,0,0,3,5,2,0,10,2008,10,5
1936,60,5,59,9535,2,2,1,4,1,5,1,9,3,3,1,5,6,5,1998,1998,2,1,12,14,3,1,4,5,3,3,5,2,3,851,7,0,75,926,1,1,2,4,926,678,0,1604,0,0,2,1,3,1,5,7,8,0,4,2,1998,1,2,472,5,6,3,100,82,0,0,0,0,3,5,2,0,5,2008,10,5
1937,60,5,0,15038,2,2,2,4,1,1,1,9,3,3,1,5,6,5,1996,1996,2,1,7,7,3,1,4,5,3,3,5,4,6,138,7,0,778,916,1,3,2,4,916,720,0,1636,0,0,2,1,3,1,5,7,8,1,6,2,1996,1,2,386,5,6,3,168,84,0,0,0,0,3,5,2,0,11,2008,10,5
1938,20,5,53,14137,2,2,1,4,1,5,1,9,3,3,1,3,5,5,1996,1997,2,1,7,7,3,1,3,5,3,3,5,4,3,450,7,0,898,1348,1,3,2,4,1384,0,0,1384,1,0,2,0,3,1,3,7,8,0,4,2,1996,4,2,404,5,6,3,0,39,0,0,0,0,3,5,2,0,11,2008,10,5
1939,120,5,45,6264,2,2,1,4,1,1,1,22,3,3,1,3,8,5,1997,1997,2,1,6,6,3,1,3,5,3,1,5,3,3,656,7,0,1008,1664,1,1,2,4,1682,0,0,1682,1,0,1,1,1,1,3,6,3,1,6,2,1997,1,2,528,5,6,3,0,0,0,0,0,0,3,5,2,0,7,2008,10,5
1940,120,5,39,5070,2,2,1,2,1,5,1,22,3,3,5,3,8,5,1992,1992,2,1,7,7,3,1,3,5,3,3,5,3,7,0,7,0,1280,1280,1,1,2,4,1280,0,0,1280,0,0,2,0,2,1,3,5,8,0,4,2,1992,3,2,506,5,6,3,0,82,0,0,144,0,3,5,2,0,8,2008,10,5
1941,60,5,73,11184,2,2,1,4,1,1,1,9,3,3,1,5,6,5,1998,1998,2,1,12,14,3,1,4,5,3,3,5,4,7,0,7,0,932,932,1,3,2,4,932,701,0,1633,0,0,2,1,3,1,5,7,8,1,6,2,1998,1,2,460,5,6,3,0,39,0,0,0,0,3,5,2,0,4,2008,10,4
1942,60,5,0,14067,2,2,4,4,1,4,1,9,3,3,1,5,6,5,1991,1991,2,1,7,7,2,118,4,5,3,3,5,4,1,504,7,0,332,836,1,3,2,4,851,858,0,1709,1,0,2,1,3,1,3,7,8,0,4,2,1991,1,2,416,5,6,3,0,40,0,0,0,0,3,1,2,0,9,2008,10,5
1943,120,5,65,5950,2,2,1,2,1,5,2,22,3,3,5,3,8,5,1989,1989,2,1,7,7,3,1,3,5,3,3,5,2,3,319,7,0,1018,1337,1,3,2,4,1337,0,0,1337,1,0,2,0,2,1,3,5,8,1,6,2,1989,3,2,462,5,6,3,0,73,154,0,0,0,3,5,2,0,4,2008,10,5
1944,60,5,101,13543,2,2,1,2,1,1,1,22,3,3,1,5,8,5,2005,2005,2,1,12,14,4,74,3,5,3,1,5,2,3,16,7,0,1152,1168,1,1,2,4,1168,1332,0,2500,0,0,3,1,5,1,1,9,8,1,3,4,2005,1,3,683,5,6,3,192,32,0,0,0,0,3,5,2,0,7,2008,10,5
1945,20,5,53,15401,2,2,1,2,1,2,1,22,3,3,1,3,9,5,2004,2004,4,1,12,14,2,186,1,5,3,1,5,2,3,1337,7,0,547,1884,1,1,2,4,1884,0,0,1884,1,0,2,0,2,1,1,7,8,1,3,2,2004,1,3,670,5,6,3,214,76,0,0,0,0,3,5,2,0,9,2008,10,5
