"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
310,20,4,90,12378,2,2,1,4,1,5,1,16,3,3,1,3,9,5,2003,2004,2,2,13,14,3,1,3,5,3,1,5,2,3,7,1896,2,1,2,6,1944,1,0,2,0,3,1,1,8,7,3,1,2,2003,1,3,708,6,6,3,208,175,0,0,0,0,4,5,2,0,11,2006,9,5,360000
311,60,4,0,7685,2,2,1,4,1,5,1,9,3,3,1,6,6,5,1993,1994,2,2,7,7,2,67,4,5,3,3,5,4,1,7,697,2,3,2,6,1501,0,0,2,1,3,1,3,6,7,1,6,2,1993,1,2,420,6,6,3,190,63,0,0,0,0,4,5,2,0,5,2006,9,5,165600
312,20,4,50,8000,2,2,4,4,1,5,1,13,3,3,1,3,6,6,1948,2002,2,2,13,14,3,1,4,3,2,5,5,4,1,7,972,2,1,2,6,972,1,0,1,0,2,1,4,5,7,1,3,6,1948,4,1,240,6,6,3,0,0,0,0,0,0,4,5,2,0,5,2009,9,5,132000
313,190,5,65,7800,2,2,4,4,1,5,1,18,1,3,2,1,5,7,1939,1950,2,2,9,9,3,1,4,5,2,3,5,3,6,7,793,2,5,2,6,1118,1,0,1,0,3,1,4,5,7,1,3,6,1939,4,2,410,6,6,3,0,0,0,0,271,0,4,3,2,0,5,2006,9,5,119900
314,20,4,150,215245,2,2,3,3,1,5,3,24,3,3,1,3,7,5,1965,1965,4,2,4,4,3,1,4,5,2,3,5,2,1,6,2136,3,5,2,6,2036,2,0,2,0,3,1,4,8,7,2,3,2,1965,3,2,513,6,6,3,0,0,0,0,0,0,4,5,2,0,6,2009,9,5,375000
315,70,5,60,9600,2,1,4,4,1,5,1,18,3,3,1,6,7,7,1925,1990,2,2,14,15,3,1,4,5,1,5,2,4,4,7,728,2,1,2,6,1641,0,1,1,1,3,1,1,6,7,1,3,6,1925,4,2,546,2,6,3,0,0,234,0,0,0,4,5,2,0,8,2006,9,5,178000
316,60,4,71,7795,2,2,1,4,1,5,1,9,3,3,1,6,7,5,2004,2005,2,2,13,14,3,1,3,5,3,3,5,4,3,7,716,2,1,2,6,1432,1,0,2,1,3,1,3,6,7,1,3,2,2004,1,2,432,6,6,3,100,51,0,0,0,0,4,5,2,0,7,2009,9,5,188500
317,60,4,94,13005,2,2,1,4,1,1,1,17,3,3,1,6,7,7,1980,1980,2,2,6,6,2,182,3,5,2,3,5,4,3,7,845,2,5,2,6,2353,1,0,2,1,4,1,1,10,7,1,6,2,1983,3,2,484,6,6,3,288,195,0,0,0,0,4,1,2,0,8,2009,9,5,260000
318,60,2,75,9000,2,2,4,4,1,5,1,21,3,3,1,6,8,5,2006,2006,2,2,13,14,3,1,3,5,3,3,5,1,7,7,1088,2,1,2,6,1959,0,0,2,1,3,1,3,8,7,1,3,2,2006,3,3,1025,6,6,3,208,46,0,0,0,0,4,5,2,0,12,2007,9,5,270000
319,60,4,90,9900,2,2,4,3,1,5,2,14,3,3,1,6,7,5,1993,1993,2,2,7,7,2,169,3,5,3,3,5,2,3,7,1347,2,1,2,6,2646,1,0,2,1,4,1,3,9,7,1,6,2,1993,3,3,656,6,6,3,340,60,144,0,0,0,4,5,2,0,4,2009,9,5,260000
320,80,4,0,14115,2,2,4,4,1,5,1,17,3,3,1,8,7,5,1980,1980,2,2,10,11,2,148,4,5,2,3,5,1,3,7,1372,2,5,2,6,1472,1,0,2,0,3,1,4,6,7,2,6,2,1980,4,2,588,6,6,3,233,48,0,0,0,0,4,5,2,0,6,2009,9,5,187500
321,60,4,111,16259,2,2,4,4,1,1,1,16,3,3,1,6,9,5,2006,2006,2,2,13,14,4,231,4,5,3,1,2,1,7,7,1249,2,1,2,6,2596,0,0,3,1,4,1,3,9,7,0,4,2,2006,3,3,840,6,6,3,240,154,0,0,0,0,4,5,2,0,9,2006,7,6,342643
322,60,4,99,12099,2,2,1,4,1,5,1,16,3,3,1,6,8,5,2004,2004,2,2,13,14,2,238,3,5,3,1,5,1,3,7,1136,2,1,2,6,2468,1,0,2,1,4,1,3,10,7,1,3,4,2004,1,3,872,6,6,3,184,154,0,0,0,0,4,5,2,0,6,2007,9,5,354000
323,60,4,86,10380,2,2,1,4,1,5,1,20,3,3,1,6,7,5,1986,1987,2,2,10,11,2,115,3,5,2,5,5,2,4,1,1502,2,1,2,6,2730,1,0,2,1,4,1,3,8,7,1,6,2,1987,1,2,576,6,6,3,201,96,0,0,0,0,4,3,2,0,8,2007,9,5,301000
324,20,5,49,5820,2,2,4,4,1,5,1,18,3,3,1,3,3,8,1955,2005,2,2,13,14,3,1,4,3,2,5,5,4,1,7,1162,2,1,2,6,1163,1,0,1,0,3,1,4,6,7,0,4,2,1955,4,1,220,2,6,3,142,98,0,0,0,0,4,5,2,0,7,2006,9,5,126175
325,80,4,96,11275,2,2,4,4,1,1,1,13,5,3,1,8,7,7,1967,2007,5,7,14,15,2,200,3,3,2,3,5,4,7,7,710,2,1,2,6,2978,0,0,2,1,5,1,3,11,7,1,3,4,1961,1,2,564,6,6,3,240,0,0,0,0,0,4,5,2,0,6,2010,9,5,242000
326,45,5,50,5000,2,2,4,4,1,5,1,10,6,3,1,2,5,6,1941,1950,2,2,9,9,3,1,4,5,2,5,5,1,2,7,720,2,4,1,2,803,0,0,1,0,2,1,4,5,7,0,4,6,1941,4,2,360,6,6,3,0,0,244,0,0,0,4,5,2,0,12,2007,9,5,87000
327,120,4,32,10846,2,2,1,4,1,2,1,25,3,3,5,3,8,5,1993,1993,2,2,4,4,3,1,3,5,3,3,5,2,3,7,1719,2,1,2,6,1719,2,0,1,1,1,1,3,6,7,2,3,2,1993,1,2,473,6,6,3,122,30,0,0,0,0,4,5,2,0,5,2008,2,5,324000
328,20,4,80,11600,2,2,4,4,1,5,1,13,3,3,1,3,6,5,1960,1960,4,2,14,15,2,117,4,5,2,5,5,4,6,7,1383,2,5,2,6,1383,0,0,1,1,3,1,4,7,7,0,4,2,1960,3,1,292,6,6,3,0,45,0,0,0,0,4,5,2,0,4,2006,9,5,145250
329,75,4,0,11888,2,3,1,1,1,5,1,4,5,3,1,5,6,6,1916,1994,2,2,14,16,3,1,4,5,1,5,5,4,7,7,844,2,3,1,1,2134,0,0,2,0,5,1,3,10,7,0,4,6,1930,4,2,441,6,6,3,0,60,268,0,0,0,4,5,2,0,7,2009,9,5,214500
330,70,5,60,6402,2,2,4,4,1,1,1,10,3,3,1,6,5,5,1920,1950,2,2,14,16,3,1,4,5,3,5,5,3,7,7,596,2,5,1,6,1192,0,0,1,0,3,1,4,6,7,0,4,6,1920,4,1,189,2,2,1,0,0,137,0,0,0,4,2,2,0,7,2009,9,5,78000
331,90,4,0,10624,2,2,1,4,1,5,1,13,3,3,3,3,5,4,1964,1964,2,2,7,7,2,45,4,5,2,5,5,4,3,6,1728,2,5,2,6,1728,0,1,2,0,6,2,4,10,7,0,4,6,2002,4,1,352,6,6,3,155,0,0,0,0,0,4,5,2,0,11,2007,9,5,119000
332,20,4,70,8176,2,2,4,4,1,5,1,13,3,3,1,3,5,6,1958,1992,2,2,14,15,3,1,4,5,2,5,5,4,6,7,1056,2,2,2,6,1056,1,0,1,0,3,1,4,6,7,0,4,2,1958,3,1,308,6,6,3,0,0,0,0,0,0,4,5,2,0,8,2007,9,5,139000
333,20,4,85,10655,2,2,1,4,1,5,1,16,3,3,1,3,8,5,2003,2004,2,2,13,14,2,196,3,5,3,3,5,4,3,5,3206,2,1,2,6,1629,1,0,2,0,3,1,3,7,7,1,3,2,2003,3,3,880,6,6,3,0,0,0,0,0,0,4,5,2,0,10,2009,9,5,284000
334,120,5,59,8198,2,2,4,4,1,4,1,16,3,3,5,3,7,5,2004,2004,2,2,13,14,4,92,3,5,3,3,5,1,3,7,1358,2,1,2,6,1358,1,0,2,0,2,1,3,6,7,1,3,2,2004,3,2,484,6,6,3,192,30,0,0,0,0,4,5,2,0,7,2008,9,5,207000
335,60,4,59,9042,2,2,1,4,1,5,1,9,3,3,1,6,6,5,1998,1998,2,2,13,14,3,1,4,5,3,3,5,2,3,7,943,2,3,2,6,1638,1,0,2,1,3,1,4,7,7,2,6,2,1998,1,2,472,6,6,3,100,38,0,0,0,0,4,5,2,0,7,2008,9,5,192000
336,190,4,0,164660,1,2,1,2,1,1,3,24,3,3,2,1,5,6,1965,1965,2,2,10,11,3,1,4,5,2,5,5,2,1,2,1499,2,1,2,6,1786,2,0,2,0,3,1,4,7,7,2,3,2,1965,1,2,529,6,6,3,670,0,0,0,0,0,4,5,4,700,8,2008,9,5,228950
337,20,4,86,14157,2,2,1,2,1,1,1,22,3,3,1,3,9,5,2005,2006,4,2,13,14,4,130,3,5,3,1,5,2,3,7,1922,2,1,2,6,1922,1,0,2,0,3,1,3,8,7,1,3,2,2005,1,3,676,6,6,3,178,51,0,0,0,0,4,5,2,0,7,2007,9,5,377426
338,20,4,70,9135,2,2,4,4,1,5,1,6,3,3,1,3,7,5,2002,2003,2,2,13,14,2,68,3,5,3,3,5,1,3,7,1536,2,1,2,6,1536,1,0,2,0,3,1,3,7,7,0,4,2,2002,3,2,532,6,6,3,192,74,0,0,0,0,4,5,2,0,12,2008,9,5,214000
339,20,4,91,14145,2,2,4,4,1,1,1,17,3,3,1,3,7,7,1984,1998,2,2,14,15,3,1,3,5,2,3,5,3,1,7,1208,2,1,2,6,1621,1,0,2,0,3,1,3,8,7,0,4,2,1984,3,2,440,6,6,3,108,45,0,0,0,0,4,5,4,400,5,2006,9,5,202500
340,20,4,66,12400,2,2,1,4,1,5,1,13,2,3,1,3,6,7,1958,1998,4,2,14,15,2,118,4,5,2,5,1,4,6,7,1215,2,5,2,1,1215,0,0,1,0,3,1,4,6,7,0,4,2,1958,4,1,297,6,6,3,0,0,0,0,234,0,4,5,2,0,6,2009,9,5,155000
341,60,4,85,14191,2,2,4,4,1,5,1,24,3,3,1,6,8,5,2002,2002,2,2,13,14,3,1,3,5,3,3,5,4,7,7,967,2,1,2,6,1908,0,0,2,1,4,1,3,9,7,0,4,2,2002,1,2,431,6,6,3,135,0,0,0,0,0,4,5,2,0,4,2010,9,5,202900
342,20,3,60,8400,2,2,4,4,1,5,1,20,2,3,1,3,4,4,1950,1950,2,2,14,1,3,1,2,2,2,5,1,4,7,7,721,2,3,2,6,841,0,0,1,0,2,1,4,4,7,0,4,5,1950,4,1,294,6,6,1,250,0,24,0,0,0,4,5,2,0,9,2009,9,5,82000
343,90,4,0,8544,2,2,4,4,1,5,1,13,3,3,3,3,3,4,1949,1950,2,2,12,13,2,218,4,5,4,4,3,5,5,5,0,6,2,1,1,1040,0,0,2,0,2,2,4,6,7,0,4,6,1949,4,2,400,6,6,3,0,0,0,0,0,0,4,5,2,0,5,2006,9,5,87500
344,120,4,63,8849,2,2,1,4,1,5,1,16,3,3,5,3,9,5,2005,2005,4,2,9,9,2,293,1,5,3,1,5,4,3,7,1684,2,1,2,6,1684,0,0,2,0,2,1,1,6,7,1,1,2,2005,3,2,564,6,6,3,495,72,0,0,0,0,4,5,2,0,7,2008,9,5,266000
345,160,5,36,2592,2,2,4,4,1,5,1,11,3,3,5,6,5,3,1976,1976,2,2,6,6,3,1,4,5,2,3,5,4,6,2,536,2,5,2,6,1112,0,0,1,1,3,1,4,4,7,0,4,2,1976,4,1,336,6,6,3,182,0,0,0,0,0,4,5,2,0,4,2010,9,5,85000
346,50,4,65,6435,2,2,4,4,1,5,1,4,7,3,1,1,6,5,1939,1950,2,2,9,9,3,1,4,5,1,5,5,4,7,7,972,2,3,2,6,1577,0,0,1,0,3,1,2,6,7,1,3,6,1939,4,1,312,6,6,3,0,0,0,0,0,0,4,5,2,0,10,2006,9,5,140200
347,20,4,0,12772,2,2,1,4,1,2,1,13,3,3,1,3,6,8,1960,1998,4,2,9,9,3,1,4,3,2,5,5,3,2,7,958,2,5,2,6,958,0,0,1,0,2,1,4,5,7,0,4,2,1960,3,1,301,6,6,3,0,0,0,0,0,0,4,5,1,15500,4,2007,9,5,151500
348,20,4,0,17600,2,2,1,4,1,5,1,13,3,3,1,3,6,5,1960,1960,2,2,14,15,2,11,4,5,2,5,5,4,2,7,1478,2,1,2,1,1478,1,0,2,0,3,1,4,6,7,2,3,2,1960,4,2,498,6,6,3,0,40,0,0,0,0,4,5,2,0,12,2009,9,5,157500
349,160,4,36,2448,2,2,4,4,1,5,1,16,3,3,4,6,7,5,2003,2004,2,2,13,16,4,63,3,5,3,3,5,4,3,7,764,2,1,2,6,1626,1,0,2,1,2,1,3,6,7,0,4,4,2003,3,2,474,6,6,3,0,27,0,0,0,0,4,5,2,0,10,2008,9,5,154000
350,60,4,56,20431,2,2,2,4,1,5,1,16,3,3,1,6,9,5,2005,2006,4,2,6,6,2,316,1,5,3,1,5,4,3,7,1848,2,1,2,6,2728,1,0,2,1,4,1,1,10,7,2,1,2,2006,1,3,706,6,6,3,0,0,0,0,0,0,4,5,2,0,4,2006,7,6,437154
351,120,4,68,7820,2,2,1,4,1,5,1,16,3,3,5,3,9,5,2007,2007,4,2,9,9,2,227,1,5,3,1,5,4,7,7,1869,2,1,2,6,1869,0,0,2,0,2,1,1,6,7,1,3,2,2007,3,2,617,6,6,3,210,54,0,0,0,0,4,5,2,0,12,2007,7,6,318061
352,120,4,0,5271,2,2,1,3,1,5,2,5,3,3,1,3,7,5,1986,1986,2,2,14,15,3,1,4,5,3,3,5,2,3,7,1453,2,3,2,6,1453,1,0,1,1,2,1,3,6,7,1,6,2,1986,3,2,445,6,6,3,0,80,0,0,184,0,4,5,2,0,12,2006,9,1,190000
353,50,4,60,9084,2,2,4,4,1,5,1,8,1,3,1,1,5,6,1941,1950,2,2,13,14,3,1,4,5,2,5,1,3,4,6,616,2,5,1,6,1111,0,1,1,0,3,1,4,5,7,0,4,6,1941,4,1,200,6,2,3,48,0,0,0,0,0,4,5,2,0,3,2008,5,5,95000
354,30,5,60,8520,2,2,4,4,1,5,1,18,3,3,1,3,6,8,1928,2003,2,2,13,14,3,1,4,3,1,5,5,4,7,7,624,2,3,2,6,720,0,0,1,0,2,1,4,5,7,0,4,6,2005,4,2,484,6,6,3,106,0,0,0,0,0,4,5,2,0,5,2010,9,5,105900
355,50,4,60,8400,2,2,4,1,1,5,1,23,3,3,1,1,6,5,1940,2000,2,2,14,9,3,1,4,5,2,5,5,4,4,7,940,2,1,2,6,1595,0,0,1,0,2,1,4,6,7,2,3,2,1940,4,1,240,6,6,3,0,0,108,0,0,0,4,5,2,0,6,2006,9,5,140000
356,20,4,105,11249,2,2,2,4,1,5,1,6,3,3,1,3,6,5,1995,1995,2,2,13,14,3,1,3,3,3,3,2,4,1,2,1200,2,1,2,6,1200,1,0,2,0,3,1,3,6,7,0,4,2,1995,3,2,521,6,6,3,0,26,0,0,0,0,4,5,2,0,8,2007,9,5,177500
357,20,4,0,9248,2,2,1,4,1,5,1,9,3,3,1,3,6,6,1992,1992,2,2,7,7,2,63,4,5,3,3,5,4,3,7,1158,2,3,2,6,1167,1,0,2,0,3,1,3,6,7,0,4,2,1992,3,2,400,6,6,3,120,26,0,0,0,0,4,5,2,0,7,2009,9,5,173000
358,120,5,44,4224,2,2,4,4,1,5,1,11,3,3,5,3,5,5,1976,1976,2,2,6,6,3,1,4,5,3,3,5,4,1,7,1142,2,5,2,6,1142,1,0,1,1,3,1,4,6,7,1,5,2,1976,1,2,528,6,6,3,536,90,0,0,0,0,4,3,2,0,8,2007,9,5,134000
359,80,4,92,6930,2,2,1,4,1,5,1,5,3,3,1,8,5,4,1958,1958,4,2,14,8,2,74,4,5,2,5,5,1,2,6,1062,2,1,2,2,1352,0,1,1,0,3,1,3,6,4,0,4,4,1958,4,1,288,6,6,3,168,0,294,0,0,0,4,5,2,0,7,2006,9,1,130000
360,60,4,78,12011,2,2,1,4,1,2,1,14,3,3,1,6,8,5,1998,1998,2,2,13,14,2,278,3,5,3,3,5,1,3,7,1086,2,1,2,6,1924,1,0,2,1,3,1,3,7,7,1,6,2,1998,3,2,592,6,6,3,208,75,0,0,374,0,4,5,2,0,6,2006,9,5,280000
361,85,4,0,7540,2,2,1,4,1,2,1,12,3,3,1,7,6,6,1978,1978,2,2,13,14,3,1,4,5,2,3,5,1,3,7,888,2,1,2,6,912,1,0,1,0,2,1,4,5,7,1,6,2,1978,3,2,470,6,6,3,0,0,0,0,192,0,4,3,2,0,6,2007,9,5,156000
362,50,4,0,9144,2,3,4,4,1,5,1,4,3,3,1,1,5,5,1940,1982,2,2,9,9,3,1,4,5,2,5,5,4,6,7,883,2,3,2,6,1505,1,0,1,0,3,1,4,8,7,0,4,6,1940,4,1,240,6,6,1,0,0,0,0,0,0,4,5,2,0,7,2008,9,5,145000
363,85,4,64,7301,2,2,4,4,1,1,1,8,3,3,1,7,7,5,2003,2003,2,2,7,7,2,273,3,5,4,4,3,5,5,5,0,2,1,2,6,1922,0,0,3,0,4,1,3,7,7,1,1,4,2003,3,2,672,6,6,3,0,0,177,0,0,0,4,5,2,0,7,2009,3,5,198500
364,160,5,21,1680,2,2,4,4,1,5,1,3,3,3,4,6,6,8,1972,2007,2,2,7,7,2,275,4,5,2,5,5,4,1,7,483,2,3,2,6,987,0,0,1,1,2,1,3,5,7,0,4,6,1972,4,1,264,6,6,3,250,0,0,0,0,0,4,5,2,0,5,2009,9,5,118000
365,60,4,0,18800,2,2,1,4,1,3,1,17,3,3,1,6,6,5,1976,1976,2,2,7,7,2,74,4,5,3,3,5,3,3,7,796,2,5,2,6,1574,1,0,2,1,3,1,4,6,7,1,6,2,1976,1,2,566,6,6,3,306,111,0,0,0,0,4,5,2,0,7,2006,9,5,190000
366,70,5,59,10690,2,2,4,4,1,5,1,10,3,3,1,6,5,7,1920,1997,4,2,13,14,3,1,4,3,2,5,1,4,6,7,672,2,3,2,1,1344,0,0,1,0,3,1,4,6,7,0,4,6,1964,4,1,468,6,2,3,0,128,218,0,0,0,4,5,2,0,7,2009,9,5,147000
367,20,4,0,9500,2,2,1,4,1,5,1,13,3,3,1,3,6,5,1963,1963,2,2,10,11,2,163,4,5,2,3,5,4,2,7,1394,2,3,2,6,1394,1,0,1,1,3,1,4,6,7,2,3,2,1963,3,2,514,6,6,3,0,76,0,0,185,0,4,5,2,0,7,2009,9,5,159000
368,80,4,101,9150,2,2,1,4,1,1,1,13,3,3,1,8,6,5,1962,1962,2,6,10,11,2,203,4,5,2,3,5,2,3,7,1099,2,3,2,6,1431,0,1,1,0,3,1,4,6,7,1,3,3,1962,3,1,296,6,6,3,64,110,0,0,0,0,4,5,2,0,12,2008,9,5,165000
369,20,4,78,7800,2,2,4,4,1,5,1,13,3,3,1,3,5,6,1954,1954,2,2,7,7,2,130,4,5,3,5,5,4,4,7,1268,2,3,2,6,1268,0,0,1,0,2,1,4,7,7,1,3,2,1954,1,1,244,6,6,3,0,98,0,0,0,0,4,5,2,0,3,2010,9,5,132000
370,20,4,0,9830,2,2,1,4,1,1,1,13,3,3,1,3,5,7,1959,2006,2,2,14,15,3,1,4,3,2,5,5,4,1,6,1063,2,1,2,6,1287,1,0,1,0,3,1,3,7,7,1,3,6,1997,1,2,576,6,6,3,364,17,0,0,182,0,4,5,2,0,3,2010,9,5,162000
371,60,4,0,8121,2,2,1,4,1,5,1,9,3,3,1,6,6,5,2000,2000,2,2,13,14,3,1,4,5,3,3,5,4,7,7,953,2,1,2,6,1664,0,0,2,1,3,1,4,7,7,1,6,2,2000,3,2,460,6,6,3,100,40,0,0,0,0,4,5,2,0,1,2006,9,5,172400
372,50,4,80,17120,2,2,4,4,1,5,1,5,2,3,1,1,4,4,1959,1959,2,2,15,11,3,1,4,5,2,4,3,5,5,5,0,2,5,2,6,1588,0,0,2,0,4,1,4,7,4,1,3,6,1991,1,2,680,6,6,1,0,59,0,0,0,0,4,5,2,0,7,2008,9,5,134432
373,120,4,50,7175,2,2,4,4,1,5,1,20,3,3,5,3,6,5,1984,1984,2,2,10,11,3,1,4,5,2,3,5,4,1,4,744,2,5,2,6,752,1,0,1,0,2,1,4,4,7,0,4,2,1984,4,1,264,6,6,3,353,0,0,0,90,0,4,3,2,0,2,2010,9,5,125000
374,20,4,79,10634,2,2,4,4,1,5,1,13,3,3,1,3,5,6,1953,1953,2,2,9,9,3,1,4,5,3,5,5,4,2,4,608,2,5,2,6,1319,1,0,1,0,3,1,4,5,4,0,4,2,1953,4,1,270,6,6,3,66,0,0,0,0,0,4,2,2,0,11,2009,9,5,123000
375,60,4,65,8200,2,2,4,4,1,5,1,6,3,3,1,6,7,5,2003,2004,2,2,13,14,3,1,3,5,3,3,5,4,7,7,847,2,1,2,6,1928,0,0,2,1,4,1,3,8,7,1,3,4,2003,1,2,434,6,6,3,100,48,0,0,0,0,4,5,2,0,7,2007,9,5,219500
376,30,4,0,10020,2,2,1,3,1,5,3,8,3,3,1,3,1,1,1922,1950,2,2,14,15,3,1,2,2,1,2,4,2,2,7,683,2,3,1,1,904,1,0,0,1,1,1,2,4,1,0,4,7,0,2,0,0,4,4,3,0,0,0,0,0,0,4,5,2,0,3,2009,9,5,61000
377,85,4,57,8846,2,2,1,4,1,2,1,6,3,3,1,7,5,5,1996,1996,2,2,13,14,3,1,3,5,3,3,5,1,3,7,870,2,1,2,6,914,0,0,1,0,2,1,4,5,7,0,4,6,1998,4,2,576,6,6,3,0,0,0,0,0,0,4,5,2,0,7,2006,9,5,148000
378,60,2,102,11143,2,2,1,4,1,1,1,21,3,3,1,6,8,5,2004,2005,2,2,6,6,3,1,3,5,3,3,5,4,7,7,1580,2,1,2,6,2466,0,0,3,0,4,1,3,8,7,1,3,2,2004,3,2,610,6,6,3,159,214,0,0,0,0,4,5,2,0,12,2007,9,5,340000
379,20,4,88,11394,2,2,4,4,1,1,1,22,3,3,1,3,9,2,2010,2010,4,2,13,14,4,222,3,5,3,1,5,1,3,7,1856,2,1,2,6,1856,1,0,1,1,1,1,1,8,7,1,1,2,2010,1,3,834,6,6,3,113,0,0,0,0,0,4,5,2,0,6,2010,7,6,394432
380,60,4,60,8123,2,2,1,4,1,5,1,9,7,3,1,6,6,5,2000,2000,2,2,13,14,2,5,4,5,3,3,5,4,7,7,982,2,1,2,6,1800,0,0,2,1,3,1,4,7,7,1,6,2,2000,1,2,463,6,6,3,100,63,0,0,0,0,4,5,2,0,6,2009,9,5,179000
381,50,4,50,5000,2,3,4,4,1,5,1,23,3,3,1,1,5,6,1924,1950,2,2,4,15,3,1,4,5,1,5,5,4,4,7,1026,2,5,2,6,1691,0,0,2,0,3,1,3,6,7,1,3,6,1924,4,1,308,6,6,3,0,0,242,0,0,0,4,5,2,0,5,2010,9,5,127000
382,20,2,60,7200,2,3,4,4,1,5,1,21,3,3,1,3,7,5,2006,2006,2,2,13,14,3,1,3,5,3,3,2,4,7,7,1293,2,1,2,6,1301,1,0,2,0,2,1,3,5,7,1,3,2,2006,3,2,572,6,6,3,216,121,0,0,0,0,4,5,2,0,8,2006,7,6,187750
383,60,4,79,9245,2,2,1,4,1,5,1,6,3,3,1,6,7,5,2006,2006,2,2,13,14,3,1,3,5,3,3,5,1,7,7,939,2,1,2,6,1797,0,0,2,1,3,1,3,8,7,0,4,2,2006,3,2,639,6,6,3,144,53,0,0,0,0,4,5,2,0,4,2007,9,5,213500
384,45,3,60,9000,2,2,4,4,1,1,1,20,3,3,1,2,6,3,1928,1950,2,2,14,15,3,1,4,5,1,2,1,4,7,7,784,2,5,1,1,784,0,0,1,0,2,1,4,5,7,0,4,6,1950,4,2,360,2,2,1,0,0,91,0,0,0,4,5,2,0,10,2009,9,5,76000
385,60,4,0,53107,2,2,2,3,1,1,2,5,2,3,1,6,6,5,1992,1992,2,2,7,7,3,1,3,5,3,3,5,1,3,7,1580,2,1,2,6,1953,1,0,2,1,3,1,3,9,7,2,2,2,1992,1,2,501,6,6,3,216,231,0,0,0,0,4,5,2,0,6,2007,9,5,240000
386,120,4,43,3182,2,2,4,4,1,5,1,1,3,3,5,3,8,5,2004,2005,2,2,13,14,2,5,3,5,3,3,5,4,3,7,1256,2,1,2,6,1269,0,0,2,0,2,1,3,6,7,1,6,2,2004,1,2,430,6,6,3,146,20,0,0,144,0,4,5,2,0,4,2010,9,5,192000
387,50,4,58,8410,2,2,4,4,1,3,1,8,2,3,1,1,5,3,1910,1996,3,2,14,14,3,1,4,2,3,5,5,4,7,7,658,2,5,2,6,1184,0,0,1,0,5,1,4,8,7,0,4,7,0,2,0,0,4,4,1,0,151,0,0,0,0,4,5,2,0,5,2006,9,2,81000
388,80,4,72,7200,2,2,4,4,1,5,1,8,3,3,1,8,6,6,1976,1976,4,2,9,9,2,168,4,5,2,5,5,1,1,7,1041,2,1,2,6,1125,1,0,1,0,3,1,4,6,7,1,2,6,1977,4,1,352,6,6,3,296,0,0,0,0,0,4,2,2,0,10,2009,9,1,125000
389,20,4,93,9382,2,2,1,4,1,2,1,6,3,3,1,3,7,5,1999,2000,2,2,13,14,2,77,3,5,3,3,5,4,7,7,1468,2,1,2,6,1479,0,0,2,0,3,1,3,6,7,0,4,2,1999,3,2,577,6,6,3,120,25,0,0,0,0,4,5,2,0,7,2008,9,5,191000
390,60,4,96,12474,2,2,4,4,1,5,1,16,3,3,1,6,10,5,2007,2008,2,2,13,14,4,179,1,5,3,1,5,1,3,7,1682,2,1,2,6,2332,1,0,2,1,3,1,1,9,7,1,1,4,2008,1,3,846,6,6,3,196,134,0,0,0,0,4,5,2,0,8,2008,7,6,426000
391,50,4,50,8405,2,1,4,4,1,5,1,8,3,3,1,1,5,8,1900,1950,2,2,9,9,3,1,4,5,1,5,2,4,6,2,861,2,1,2,6,1367,1,0,1,0,4,1,4,7,7,0,4,6,1978,4,1,384,6,6,3,0,130,112,0,0,0,4,3,2,0,4,2008,9,5,119000
392,60,4,71,12209,2,2,1,4,1,2,1,12,3,3,1,6,6,5,2001,2002,2,2,13,14,3,1,4,5,3,1,5,4,1,7,804,2,1,2,6,1961,1,0,2,1,3,1,3,7,7,1,6,4,2001,1,2,560,6,6,3,125,192,0,0,0,0,4,5,2,0,6,2009,9,5,215000
393,20,4,0,8339,2,2,1,4,1,5,1,13,3,3,1,3,5,7,1959,1959,2,2,9,9,3,1,4,5,4,4,3,5,5,5,0,2,5,2,6,882,0,0,1,0,3,1,4,5,7,0,4,2,1959,3,1,294,6,6,3,0,0,0,0,0,0,4,3,4,1200,7,2007,9,5,106500
394,30,4,0,7446,2,2,4,4,1,1,1,4,2,3,1,3,4,5,1941,1950,2,2,15,16,3,1,4,5,2,5,5,4,6,7,788,2,5,2,1,788,0,0,1,0,2,1,4,4,7,2,6,7,0,2,0,0,4,4,3,0,0,0,0,0,0,4,2,2,0,4,2006,9,1,100000
